Nombre,Equipo,Edad,Altura,Pie Preferido,Valor de Mercado,Heatmap
Cristian Bernardi,Club Atletico Colón,34 yrs,179 cm,Right,270K €,data/player/heatmap_Cristian_Bernardi.png
